image1,image2,image3,credit1,credit2,credit3,is_rating_trial,text_attention
animal_cropped.jpg,transport_cropped.jpg,grey.png,6,4,0,0,0
fruit_cropped.jpg,tool_cropped.jpg,grey.png,5,3,0,1,0
transport_cropped.jpg,clothing_cropped.jpg,grey.png,4,2,0,0,0
flower_cropped.jpg,fruit_cropped.jpg,grey.png,7,5,0,0,0
animal_cropped.jpg,transport_cropped.jpg,grey.png,6,4,0,0,0
fruit_cropped.jpg,tool_cropped.jpg,grey.png,5,3,0,0,0
transport_cropped.jpg,clothing_cropped.jpg,grey.png,4,2,0,1,0
flower_cropped.jpg,fruit_cropped.jpg,grey.png,7,5,0,0,0
animal_cropped.jpg,transport_cropped.jpg,grey.png,6,4,0,0,0
fruit_cropped.jpg,tool_cropped.jpg,grey.png,5,3,0,0,0
transport_cropped.jpg,clothing_cropped.jpg,grey.png,4,2,0,0,0
flower_cropped.jpg,fruit_cropped.jpg,grey.png,7,5,0,1,0
animal_cropped.jpg,transport_cropped.jpg,grey.png,6,4,0,0,0
fruit_cropped.jpg,tool_cropped.jpg,grey.png,5,3,0,0,0
transport_cropped.jpg,clothing_cropped.jpg,grey.png,4,2,0,0,0
flower_cropped.jpg,fruit_cropped.jpg,grey.png,7,5,0,0,0
animal_cropped.jpg,transport_cropped.jpg,grey.png,6,4,0,1,0
fruit_cropped.jpg,tool_cropped.jpg,grey.png,5,3,0,0,0
transport_cropped.jpg,clothing_cropped.jpg,grey.png,4,2,0,0,0
flower_cropped.jpg,animal_cropped.jpg,grey.png,7,6,0,1,0
animal_cropped.jpg,fruit_cropped.jpg,grey.png,6,5,0,0,0
fruit_cropped.jpg,transport_cropped.jpg,grey.png,5,4,0,0,0
animal_cropped.jpg,tool_cropped.jpg,grey.png,0,0,0,0,1
transport_cropped.jpg,tool_cropped.jpg,grey.png,4,3,0,0,0
tool_cropped.jpg,clothing_cropped.jpg,grey.png,3,2,0,1,0
flower_cropped.jpg,animal_cropped.jpg,grey.png,7,6,0,0,0
animal_cropped.jpg,fruit_cropped.jpg,grey.png,6,5,0,0,0
fruit_cropped.jpg,transport_cropped.jpg,grey.png,5,4,0,0,0
transport_cropped.jpg,tool_cropped.jpg,grey.png,4,3,0,1,0
tool_cropped.jpg,clothing_cropped.jpg,grey.png,3,2,0,0,0
flower_cropped.jpg,animal_cropped.jpg,grey.png,7,6,0,0,0
animal_cropped.jpg,fruit_cropped.jpg,grey.png,6,5,0,0,0
fruit_cropped.jpg,transport_cropped.jpg,grey.png,5,4,0,1,0
transport_cropped.jpg,tool_cropped.jpg,grey.png,4,3,0,0,0
tool_cropped.jpg,clothing_cropped.jpg,grey.png,3,2,0,0,0
flower_cropped.jpg,animal_cropped.jpg,grey.png,7,6,0,0,0
animal_cropped.jpg,fruit_cropped.jpg,grey.png,6,5,0,1,0
fruit_cropped.jpg,transport_cropped.jpg,grey.png,5,4,0,0,0
transport_cropped.jpg,tool_cropped.jpg,grey.png,4,3,0,0,0
tool_cropped.jpg,clothing_cropped.jpg,grey.png,3,2,0,0,0
flower_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,7,3,2,1,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,7,3,1,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,7,3,2,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,1,0
flower_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,7,3,1,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,7,3,2,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,7,3,1,1,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,7,3,2,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,7,3,1,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,1,0
flower_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,7,3,2,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,7,3,1,0,0
animal_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,6,2,1,0,0
flower_cropped.jpg,transport_cropped.jpg,tool_cropped.jpg,7,4,3,0,0
animal_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,6,3,2,1,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,0,0
flower_cropped.jpg,transport_cropped.jpg,clothing_cropped.jpg,7,4,2,0,0
animal_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,6,3,1,0,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,0,0
flower_cropped.jpg,transport_cropped.jpg,clock_cropped.jpg,7,4,1,1,0
animal_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,6,3,2,0,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,0,0
flower_cropped.jpg,transport_cropped.jpg,tool_cropped.jpg,7,4,3,0,0
animal_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,6,3,2,0,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,1,0
flower_cropped.jpg,transport_cropped.jpg,clothing_cropped.jpg,7,4,2,0,0
clothing_cropped.jpg,fruit_cropped.jpg,grey.png,0,0,0,0,1
animal_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,6,3,1,0,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,0,0
flower_cropped.jpg,transport_cropped.jpg,clock_cropped.jpg,7,4,1,0,0
animal_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,6,3,2,1,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,0,0
animal_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,6,3,1,0,0
fruit_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,5,2,1,0,0
flower_cropped.jpg,fruit_cropped.jpg,transport_cropped.jpg,7,5,4,0,0
animal_cropped.jpg,transport_cropped.jpg,tool_cropped.jpg,6,4,3,0,0
fruit_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,5,3,2,1,0
transport_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,4,2,1,0,0
flower_cropped.jpg,fruit_cropped.jpg,tool_cropped.jpg,7,5,3,0,0
animal_cropped.jpg,transport_cropped.jpg,clothing_cropped.jpg,6,4,2,0,0
fruit_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,5,3,1,0,0
transport_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,4,2,1,1,0
flower_cropped.jpg,fruit_cropped.jpg,clothing_cropped.jpg,7,5,2,0,0
animal_cropped.jpg,transport_cropped.jpg,clock_cropped.jpg,6,4,1,0,0
fruit_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,5,3,2,0,0
transport_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,4,2,1,0,0
flower_cropped.jpg,fruit_cropped.jpg,clock_cropped.jpg,7,5,1,1,0
animal_cropped.jpg,transport_cropped.jpg,tool_cropped.jpg,6,4,3,0,0
fruit_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,5,3,1,0,0
transport_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,4,2,1,0,0
flower_cropped.jpg,fruit_cropped.jpg,transport_cropped.jpg,7,5,4,0,0
animal_cropped.jpg,transport_cropped.jpg,clothing_cropped.jpg,6,4,2,1,0
fruit_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,5,3,2,0,0
clothing_cropped.jpg,flower_cropped.jpg,grey.png,0,0,0,0,1
transport_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,4,2,1,0,0
flower_cropped.jpg,animal_cropped.jpg,fruit_cropped.jpg,7,6,5,1,0
animal_cropped.jpg,fruit_cropped.jpg,transport_cropped.jpg,6,5,4,0,0
fruit_cropped.jpg,transport_cropped.jpg,tool_cropped.jpg,5,4,3,0,0
transport_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,4,3,2,0,0
tool_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,3,2,1,1,0
flower_cropped.jpg,animal_cropped.jpg,transport_cropped.jpg,7,6,4,0,0
animal_cropped.jpg,fruit_cropped.jpg,tool_cropped.jpg,6,5,3,0,0
fruit_cropped.jpg,transport_cropped.jpg,clothing_cropped.jpg,5,4,2,0,0
transport_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,4,3,1,1,0
tool_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,3,2,1,0,0
flower_cropped.jpg,animal_cropped.jpg,tool_cropped.jpg,7,6,3,0,0
animal_cropped.jpg,fruit_cropped.jpg,clothing_cropped.jpg,6,5,2,0,0
fruit_cropped.jpg,transport_cropped.jpg,clock_cropped.jpg,5,4,1,1,0
transport_cropped.jpg,tool_cropped.jpg,clothing_cropped.jpg,4,3,2,0,0
tool_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,3,2,1,0,0
flower_cropped.jpg,animal_cropped.jpg,clothing_cropped.jpg,7,6,2,0,0
animal_cropped.jpg,fruit_cropped.jpg,clock_cropped.jpg,6,5,1,1,0
fruit_cropped.jpg,transport_cropped.jpg,tool_cropped.jpg,5,4,3,0,0
transport_cropped.jpg,tool_cropped.jpg,clock_cropped.jpg,4,3,1,0,0
tool_cropped.jpg,clothing_cropped.jpg,clock_cropped.jpg,3,2,1,0,0
